NEWgene	NEWtag	refgene	reftag	oldtag
lcl|AP027149.1_cds_BDV39967.1_3220	DSM21852_32200	NZ_CP019948.1_cds_WP_085770107.1_380	B1812_RS01975	B1812_01975
lcl|AP027149.1_cds_BDV39968.1_3221	DSM21852_32210	NZ_CP019948.1_cds_WP_085770108.1_381	B1812_RS01980	B1812_01980
lcl|AP027149.1_cds_BDV39969.1_3222	DSM21852_32220	NZ_CP019948.1_cds_WP_245300028.1_382	B1812_RS01985	B1812_01985
lcl|AP027149.1_cds_BDV39970.1_3223	DSM21852_32230	NZ_CP019948.1_cds_WP_085770110.1_383	B1812_RS01990	B1812_01990
lcl|AP027149.1_cds_BDV39971.1_3224	DSM21852_32240	NZ_CP019948.1_cds_WP_085770111.1_384	B1812_RS01995	B1812_01995
lcl|AP027149.1_cds_BDV39972.1_3225	DSM21852_32250	NZ_CP019948.1_cds_WP_085770112.1_385	B1812_RS02000	B1812_02000
lcl|AP027149.1_cds_BDV39973.1_3226	DSM21852_32260	NZ_CP019948.1_cds_WP_085770113.1_386	B1812_RS02005	B1812_02005
lcl|AP027149.1_cds_BDV39974.1_3227	DSM21852_32270	NZ_CP019948.1_cds_WP_210190838.1_387	B1812_RS22370	
lcl|AP027149.1_cds_BDV39975.1_3228	DSM21852_32280	NZ_CP019948.1_cds_WP_199769018.1_388	B1812_RS22980	B1812_02015
lcl|AP027149.1_cds_BDV39976.1_3229	DSM21852_32290	NZ_CP019948.1_cds_WP_085773433.1_389	B1812_RS02020	B1812_02020
lcl|AP027149.1_cds_BDV39977.1_3230	DSM21852_32300	NZ_CP019948.1_cds_WP_085773434.1_390	B1812_RS02025	B1812_02025
lcl|AP027149.1_cds_BDV39978.1_3231	DSM21852_32310	NZ_CP019948.1_cds_WP_085770115.1_391	B1812_RS02030	B1812_02030
lcl|AP027149.1_cds_BDV39979.1_3232	DSM21852_32320	NZ_CP019948.1_cds_WP_158658551.1_392	B1812_RS02035	B1812_02035
lcl|AP027149.1_cds_BDV39980.1_3233	DSM21852_32330	NZ_CP019948.1_cds_WP_158658552.1_393	B1812_RS02040	B1812_02040
lcl|AP027149.1_cds_BDV39981.1_3234	DSM21852_32340	NZ_CP019948.1_cds_WP_158658553.1_394	B1812_RS02045	B1812_02045
lcl|AP027149.1_cds_BDV39982.1_3235	DSM21852_32350	NZ_CP019948.1_cds_WP_158658554.1_395	B1812_RS02050	B1812_02050
lcl|AP027149.1_cds_BDV39982.1_3235	DSM21852_32350	NZ_CP019948.1_cds_WP_085770894.1_1297	B1812_RS06665	B1812_06690
lcl|AP027149.1_cds_BDV39982.1_3235	DSM21852_32350	NZ_CP019948.1_cds_WP_085772200.1_2767	B1812_RS14370	B1812_14440
lcl|AP027149.1_cds_BDV39983.1_3236	DSM21852_32360	NZ_CP019948.1_cds_WP_085770120.1_396	B1812_RS02055	B1812_02055
lcl|AP027149.1_cds_BDV39984.1_3237	DSM21852_32370	NZ_CP019948.1_cds_WP_085770121.1_397	B1812_RS02060	B1812_02060
lcl|AP027149.1_cds_BDV39985.1_3238	DSM21852_32380	NZ_CP019948.1_cds_WP_085770122.1_398	B1812_RS02065	B1812_02065
lcl|AP027149.1_cds_BDV39986.1_3239	DSM21852_32390	NZ_CP019948.1_cds_WP_085770123.1_399	B1812_RS02070	B1812_02070
lcl|AP027149.1_cds_BDV39987.1_3240	DSM21852_32400	NZ_CP019948.1_cds_WP_085773435.1_400	B1812_RS02075	B1812_02075
lcl|AP027149.1_cds_BDV39988.1_3241	DSM21852_32410	NZ_CP019948.1_cds_WP_085770124.1_401	B1812_RS02080	B1812_02080
lcl|AP027149.1_cds_BDV39989.1_3242	DSM21852_32420	NZ_CP019948.1_cds_WP_085770125.1_402	B1812_RS02085	B1812_02085
lcl|AP027149.1_cds_BDV39990.1_3243	DSM21852_32430	NZ_CP019948.1_cds_WP_102938045.1_403	B1812_RS02090	B1812_02090
lcl|AP027149.1_cds_BDV39990.1_3243	DSM21852_32430	NZ_CP019948.1_cds_WP_085769974.1_235	B1812_RS01250	B1812_01245
lcl|AP027149.1_cds_BDV39990.1_3243	DSM21852_32430	NZ_CP019948.1_cds_WP_085770062.1_330	B1812_RS01725	B1812_01725
lcl|AP027149.1_cds_BDV39990.1_3243	DSM21852_32430	NZ_CP019948.1_cds_WP_085770063.1_331	B1812_RS01730	B1812_01730
lcl|AP027149.1_cds_BDV39990.1_3243	DSM21852_32430	NZ_CP019948.1_cds_WP_085769973.1_234	B1812_RS01245	B1812_01240
lcl|AP027149.1_cds_BDV39991.1_3244	DSM21852_32440	NZ_CP019948.1_cds_WP_085770126.1_404	B1812_RS02095	B1812_02095
lcl|AP027149.1_cds_BDV39992.1_3245	DSM21852_32450	NZ_CP019948.1_cds_WP_085770127.1_405	B1812_RS02100	B1812_02100
lcl|AP027149.1_cds_BDV39993.1_3246	DSM21852_32460	NZ_CP019948.1_cds_WP_085770128.1_406	B1812_RS02105	B1812_02105
lcl|AP027149.1_cds_BDV39994.1_3247	DSM21852_32470	NZ_CP019948.1_cds_WP_085770129.1_407	B1812_RS02110	B1812_02110
lcl|AP027149.1_cds_BDV39995.1_3248	DSM21852_32480	NZ_CP019948.1_cds_WP_085770130.1_408	B1812_RS02115	B1812_02115
lcl|AP027149.1_cds_BDV39996.1_3249	DSM21852_32490	NZ_CP019948.1_cds_WP_085770131.1_409	B1812_RS02120	B1812_02120
lcl|AP027149.1_cds_BDV39997.1_3250	DSM21852_32500	NZ_CP019948.1_cds_WP_085770132.1_410	B1812_RS02125	B1812_02125
lcl|AP027149.1_cds_BDV39998.1_3251	DSM21852_32510	NZ_CP019948.1_cds_WP_085770133.1_411	B1812_RS02130	B1812_02130
lcl|AP027149.1_cds_BDV39999.1_3252	DSM21852_32520	NZ_CP019948.1_cds_WP_158658555.1_412	B1812_RS22375	
lcl|AP027149.1_cds_BDV40000.1_3253	DSM21852_32530	NZ_CP019948.1_cds_WP_085772732.1_3371	B1812_RS17495	B1812_17600
lcl|AP027149.1_cds_BDV40000.1_3253	DSM21852_32530	NZ_CP019948.1_cds_WP_245300209.1_413	B1812_RS02140	B1812_02140
lcl|AP027149.1_cds_BDV40001.1_3254	DSM21852_32540	NZ_CP019948.1_cds_WP_085770135.1_414	B1812_RS02145	B1812_02145
lcl|AP027149.1_cds_BDV40002.1_3255	DSM21852_32550	NZ_CP019948.1_cds_WP_085773437.1_415	B1812_RS02150	B1812_02150
lcl|AP027149.1_cds_BDV40003.1_3256	DSM21852_32560	NZ_CP019948.1_cds_WP_245299946.1_3035	B1812_RS15760	B1812_15850
lcl|AP027149.1_cds_BDV40003.1_3256	DSM21852_32560	NZ_CP019948.1_cds_WP_102938112.1_2948	B1812_RS15315	B1812_15395
lcl|AP027149.1_cds_BDV40003.1_3256	DSM21852_32560	NZ_CP019948.1_cds_WP_085771237.1_1674	B1812_RS08675	B1812_08715
lcl|AP027149.1_cds_BDV40003.1_3256	DSM21852_32560	NZ_CP019948.1_cds_WP_158658719.1_2209	B1812_RS11430	B1812_11475
lcl|AP027149.1_cds_BDV40003.1_3256	DSM21852_32560	NZ_CP019948.1_cds_WP_085773437.1_415	B1812_RS02150	B1812_02150
lcl|AP027149.1_cds_BDV40003.1_3256	DSM21852_32560	NZ_CP019948.1_cds_WP_085771526.1_2010	B1812_RS10385	B1812_10440
lcl|AP027149.1_cds_BDV40004.1_3257	DSM21852_32570	NZ_CP019948.1_cds_WP_085770136.1_416	B1812_RS02155	B1812_02155
lcl|AP027149.1_cds_BDV40005.1_3258	DSM21852_32580	NZ_CP019948.1_cds_WP_085773438.1_417	B1812_RS02160	B1812_02160
lcl|AP027149.1_cds_BDV40006.1_3259	DSM21852_32590	NZ_CP019948.1_cds_WP_085770137.1_418	B1812_RS02165	B1812_02165
lcl|AP027149.1_cds_BDV40007.1_3260	DSM21852_32600	NZ_CP019948.1_cds_WP_085770138.1_419	B1812_RS02170	B1812_02170
lcl|AP027149.1_cds_BDV40008.1_3261	DSM21852_32610	NZ_CP019948.1_cds_WP_085773439.1_420	B1812_RS02175	B1812_02175
lcl|AP027149.1_cds_BDV40009.1_3262	DSM21852_32620	NZ_CP019948.1_cds_WP_085770139.1_421	B1812_RS02180	B1812_02180
lcl|AP027149.1_cds_BDV40010.1_3263	DSM21852_32630	NZ_CP019948.1_cds_422	B1812_RS02185	B1812_02185
lcl|AP027149.1_cds_BDV40011.1_3264	DSM21852_32640	NZ_CP019948.1_cds_WP_085773440.1_423	B1812_RS02190	B1812_02190
lcl|AP027149.1_cds_BDV40012.1_3265	DSM21852_32650	NZ_CP019948.1_cds_WP_158658556.1_424	B1812_RS02195	B1812_02195
lcl|AP027149.1_cds_BDV40013.1_3266	DSM21852_32660	NZ_CP019948.1_cds_WP_085770141.1_425	B1812_RS02200	B1812_02200
lcl|AP027149.1_cds_BDV40014.1_3267	DSM21852_32670	NZ_CP019948.1_cds_WP_085770142.1_426	B1812_RS02205	B1812_02205
lcl|AP027149.1_cds_BDV40015.1_3268	DSM21852_32680	NZ_CP019948.1_cds_WP_210190839.1_427	B1812_RS23190	B1812_02210
lcl|AP027149.1_cds_BDV40016.1_3269	DSM21852_32690	NZ_CP019948.1_cds_WP_085770144.1_428	B1812_RS02215	B1812_02215
lcl|AP027149.1_cds_BDV40017.1_3270	DSM21852_32700	NZ_CP019948.1_cds_WP_085770144.1_428	B1812_RS02215	B1812_02215
lcl|AP027149.1_cds_BDV40018.1_3271	DSM21852_32710	NZ_CP019948.1_cds_WP_085770145.1_429	B1812_RS02220	B1812_02220
lcl|AP027149.1_cds_BDV40019.1_3272	DSM21852_32720	NZ_CP019948.1_cds_WP_085770146.1_430	B1812_RS02225	B1812_02225
lcl|AP027149.1_cds_BDV40020.1_3273	DSM21852_32730	NZ_CP019948.1_cds_WP_210190840.1_431	B1812_RS02230	B1812_02230
lcl|AP027149.1_cds_BDV40021.1_3274	DSM21852_32740	NZ_CP019948.1_cds_WP_158658558.1_432	B1812_RS02235	B1812_02235
lcl|AP027149.1_cds_BDV40022.1_3275	DSM21852_32750	NZ_CP019948.1_cds_WP_085773441.1_433	B1812_RS02240	B1812_02240
lcl|AP027149.1_cds_BDV40023.1_3276	DSM21852_32760	NZ_CP019948.1_cds_WP_085770149.1_434	B1812_RS02245	B1812_02245
lcl|AP027149.1_cds_BDV40024.1_3277	DSM21852_32770	NZ_CP019948.1_cds_WP_158658559.1_435	B1812_RS02250	B1812_02250
lcl|AP027149.1_cds_BDV40025.1_3278	DSM21852_32780	NZ_CP019948.1_cds_WP_085770151.1_436	B1812_RS02255	B1812_02255
lcl|AP027149.1_cds_BDV40026.1_3279	DSM21852_32790	NZ_CP019948.1_cds_WP_085770152.1_437	B1812_RS02260	B1812_02260
lcl|AP027149.1_cds_BDV40027.1_3280	DSM21852_32800	NZ_CP019948.1_cds_WP_085770153.1_438	B1812_RS02265	B1812_02265
lcl|AP027149.1_cds_BDV40029.1_3282	DSM21852_32820	NZ_CP019948.1_cds_WP_085770154.1_439	B1812_RS02270	B1812_02270
lcl|AP027149.1_cds_BDV40030.1_3283	DSM21852_32830	NZ_CP019948.1_cds_WP_085770155.1_440	B1812_RS02275	B1812_02275
lcl|AP027149.1_cds_BDV40031.1_3284	DSM21852_32840	NZ_CP019948.1_cds_WP_085770156.1_441	B1812_RS02280	B1812_02280
lcl|AP027149.1_cds_BDV40032.1_3285	DSM21852_32850	NZ_CP019948.1_cds_WP_085770157.1_442	B1812_RS02285	B1812_02285
lcl|AP027149.1_cds_BDV40033.1_3286	DSM21852_32860	NZ_CP019948.1_cds_WP_085770158.1_443	B1812_RS02290	B1812_02290
lcl|AP027149.1_cds_BDV40034.1_3287	DSM21852_32870	NZ_CP019948.1_cds_WP_085770159.1_444	B1812_RS02295	B1812_02295
lcl|AP027149.1_cds_BDV40035.1_3288	DSM21852_32880	NZ_CP019948.1_cds_WP_085770160.1_445	B1812_RS02305	B1812_02305
lcl|AP027149.1_cds_BDV40036.1_3289	DSM21852_32890	NZ_CP019948.1_cds_WP_085770161.1_446	B1812_RS02310	B1812_02310
lcl|AP027149.1_cds_BDV40037.1_3290	DSM21852_32900	NZ_CP019948.1_cds_WP_085773442.1_447	B1812_RS02315	B1812_02315
lcl|AP027149.1_cds_BDV40038.1_3291	DSM21852_32910	NZ_CP019948.1_cds_WP_085773443.1_448	B1812_RS02320	B1812_02320
lcl|AP027149.1_cds_BDV40039.1_3292	DSM21852_32920	NZ_CP019948.1_cds_WP_085770162.1_449	B1812_RS02325	B1812_02325
lcl|AP027149.1_cds_BDV40040.1_3293	DSM21852_32930	NZ_CP019948.1_cds_WP_085770163.1_450	B1812_RS02330	B1812_02330
lcl|AP027149.1_cds_BDV40041.1_3294	DSM21852_32940	NZ_CP019948.1_cds_WP_245300029.1_451	B1812_RS02335	B1812_02335
lcl|AP027149.1_cds_BDV40042.1_3295	DSM21852_32950	NZ_CP019948.1_cds_WP_085770165.1_452	B1812_RS02340	B1812_02340
lcl|AP027149.1_cds_BDV40042.1_3295	DSM21852_32950	NZ_CP019948.1_cds_WP_085772719.1_3358	B1812_RS17425	B1812_17525
lcl|AP027149.1_cds_BDV40043.1_3296	DSM21852_32960	NZ_CP019948.1_cds_WP_199769019.1_453	B1812_RS22985	B1812_02345
lcl|AP027149.1_cds_BDV40045.1_3298	DSM21852_32980	NZ_CP019948.1_cds_WP_158658560.1_454	B1812_RS22380	
lcl|AP027149.1_cds_BDV40046.1_3299	DSM21852_32990	NZ_CP019948.1_cds_WP_085773444.1_455	B1812_RS02355	B1812_02355
lcl|AP027149.1_cds_BDV40047.1_3300	DSM21852_33000	NZ_CP019948.1_cds_WP_085770168.1_456	B1812_RS02360	B1812_02360
lcl|AP027149.1_cds_BDV40048.1_3301	DSM21852_33010	NZ_CP019948.1_cds_WP_085770169.1_457	B1812_RS02365	B1812_02365
lcl|AP027149.1_cds_BDV40049.1_3302	DSM21852_33020	NZ_CP019948.1_cds_WP_085770170.1_458	B1812_RS02370	B1812_02370
lcl|AP027149.1_cds_BDV40050.1_3303	DSM21852_33030	NZ_CP019948.1_cds_WP_245300030.1_459	B1812_RS02375	B1812_02375
lcl|AP027149.1_cds_BDV40051.1_3304	DSM21852_33040	NZ_CP019948.1_cds_460	B1812_RS02380	B1812_02380
lcl|AP027149.1_cds_BDV40052.1_3305	DSM21852_33050	NZ_CP019948.1_cds_WP_158658561.1_461	B1812_RS02385	B1812_02385
lcl|AP027149.1_cds_BDV40053.1_3306	DSM21852_33060	NZ_CP019948.1_cds_WP_085770173.1_462	B1812_RS02390	B1812_02390
lcl|AP027149.1_cds_BDV40054.1_3307	DSM21852_33070	NZ_CP019948.1_cds_WP_245300210.1_463	B1812_RS02395	B1812_02395
lcl|AP027149.1_cds_BDV40055.1_3308	DSM21852_33080	NZ_CP019948.1_cds_WP_085770174.1_464	B1812_RS02400	B1812_02400
lcl|AP027149.1_cds_BDV40056.1_3309	DSM21852_33090	NZ_CP019948.1_cds_WP_199769020.1_465	B1812_RS02405	B1812_02405
lcl|AP027149.1_cds_BDV40057.1_3310	DSM21852_33100	NZ_CP019948.1_cds_WP_085770175.1_466	B1812_RS02410	B1812_02410
lcl|AP027149.1_cds_BDV40058.1_3311	DSM21852_33110	NZ_CP019948.1_cds_WP_085773447.1_467	B1812_RS02415	B1812_02415
lcl|AP027149.1_cds_BDV40059.1_3312	DSM21852_33120	NZ_CP019948.1_cds_WP_085770176.1_468	B1812_RS02420	B1812_02420
lcl|AP027149.1_cds_BDV40060.1_3313	DSM21852_33130	NZ_CP019948.1_cds_WP_158658562.1_469	B1812_RS02425	B1812_02425
lcl|AP027149.1_cds_BDV40061.1_3314	DSM21852_33140	NZ_CP019948.1_cds_WP_085770178.1_470	B1812_RS02430	B1812_02430
lcl|AP027149.1_cds_BDV40062.1_3315	DSM21852_33150	NZ_CP019948.1_cds_WP_085770179.1_471	B1812_RS02435	B1812_02435
lcl|AP027149.1_cds_BDV40063.1_3316	DSM21852_33160	NZ_CP019948.1_cds_WP_085770179.1_471	B1812_RS02435	B1812_02435
lcl|AP027149.1_cds_BDV40064.1_3317	DSM21852_33170	NZ_CP019948.1_cds_WP_085770180.1_472	B1812_RS02440	B1812_02440
lcl|AP027149.1_cds_BDV40065.1_3318	DSM21852_33180	NZ_CP019948.1_cds_WP_085770181.1_473	B1812_RS02445	B1812_02445
lcl|AP027149.1_cds_BDV40066.1_3319	DSM21852_33190	NZ_CP019948.1_cds_WP_085770182.1_474	B1812_RS02450	B1812_02450
lcl|AP027149.1_cds_BDV40067.1_3320	DSM21852_33200	NZ_CP019948.1_cds_WP_158658563.1_475	B1812_RS02455	B1812_02455
lcl|AP027149.1_cds_BDV40068.1_3321	DSM21852_33210	NZ_CP019948.1_cds_WP_085770184.1_476	B1812_RS02460	B1812_02460
lcl|AP027149.1_cds_BDV40069.1_3322	DSM21852_33220	NZ_CP019948.1_cds_WP_085770185.1_477	B1812_RS02465	B1812_02465
lcl|AP027149.1_cds_BDV40070.1_3323	DSM21852_33230	NZ_CP019948.1_cds_WP_085770186.1_478	B1812_RS02470	B1812_02470
lcl|AP027149.1_cds_BDV40071.1_3324	DSM21852_33240	NZ_CP019948.1_cds_479	B1812_RS02475	B1812_02475
lcl|AP027149.1_cds_BDV40071.1_3324	DSM21852_33240	NZ_CP019948.1_cds_WP_245300211.1_480	B1812_RS23230	
lcl|AP027149.1_cds_BDV40072.1_3325	DSM21852_33250	NZ_CP019948.1_cds_WP_102938047.1_481	B1812_RS02480	B1812_02480
lcl|AP027149.1_cds_BDV40073.1_3326	DSM21852_33260	NZ_CP019948.1_cds_WP_085770188.1_482	B1812_RS02485	B1812_02490
lcl|AP027149.1_cds_BDV40074.1_3327	DSM21852_33270	NZ_CP019948.1_cds_WP_085770189.1_483	B1812_RS02490	B1812_02495
lcl|AP027149.1_cds_BDV40075.1_3328	DSM21852_33280	NZ_CP019948.1_cds_WP_085770190.1_484	B1812_RS02495	B1812_02500
lcl|AP027149.1_cds_BDV40076.1_3329	DSM21852_33290	NZ_CP019948.1_cds_WP_085770191.1_485	B1812_RS02500	B1812_02505
lcl|AP027149.1_cds_BDV40077.1_3330	DSM21852_33300	NZ_CP019948.1_cds_WP_085770192.1_486	B1812_RS02505	B1812_02510
lcl|AP027149.1_cds_BDV40078.1_3331	DSM21852_33310	NZ_CP019948.1_cds_WP_085770193.1_487	B1812_RS02510	B1812_02515
lcl|AP027149.1_cds_BDV40079.1_3332	DSM21852_33320	NZ_CP019948.1_cds_WP_085770194.1_488	B1812_RS02515	B1812_02520
lcl|AP027149.1_cds_BDV40080.1_3333	DSM21852_33330	NZ_CP019948.1_cds_WP_085770195.1_489	B1812_RS02520	B1812_02525
lcl|AP027149.1_cds_BDV40081.1_3334	DSM21852_33340	NZ_CP019948.1_cds_WP_085770196.1_490	B1812_RS02525	B1812_02530
lcl|AP027149.1_cds_BDV40082.1_3335	DSM21852_33350	NZ_CP019948.1_cds_WP_085770197.1_491	B1812_RS02530	B1812_02535
lcl|AP027149.1_cds_BDV40083.1_3336	DSM21852_33360	NZ_CP019948.1_cds_WP_085770198.1_492	B1812_RS02535	B1812_02540
lcl|AP027149.1_cds_BDV40084.1_3337	DSM21852_33370	NZ_CP019948.1_cds_WP_085770199.1_493	B1812_RS02540	B1812_02545
lcl|AP027149.1_cds_BDV40085.1_3338	DSM21852_33380	NZ_CP019948.1_cds_WP_085770200.1_494	B1812_RS02545	B1812_02550
lcl|AP027149.1_cds_BDV40086.1_3339	DSM21852_33390	NZ_CP019948.1_cds_WP_085770201.1_495	B1812_RS02550	B1812_02555
lcl|AP027149.1_cds_BDV40087.1_3340	DSM21852_33400	NZ_CP019948.1_cds_WP_085770202.1_496	B1812_RS02555	B1812_02560
lcl|AP027149.1_cds_BDV40088.1_3341	DSM21852_33410	NZ_CP019948.1_cds_WP_085770203.1_497	B1812_RS02560	B1812_02565
lcl|AP027149.1_cds_BDV40089.1_3342	DSM21852_33420	NZ_CP019948.1_cds_WP_085770204.1_498	B1812_RS02565	B1812_02570
lcl|AP027149.1_cds_BDV40090.1_3343	DSM21852_33430	NZ_CP019948.1_cds_WP_085770205.1_499	B1812_RS02570	B1812_02575
lcl|AP027149.1_cds_BDV40091.1_3344	DSM21852_33440	NZ_CP019948.1_cds_WP_085770206.1_500	B1812_RS02575	B1812_02580
lcl|AP027149.1_cds_BDV40092.1_3345	DSM21852_33450	NZ_CP019948.1_cds_WP_085770207.1_501	B1812_RS02580	B1812_02585
lcl|AP027149.1_cds_BDV40093.1_3346	DSM21852_33460	NZ_CP019948.1_cds_WP_085770208.1_502	B1812_RS02585	B1812_02590
lcl|AP027149.1_cds_BDV40094.1_3347	DSM21852_33470	NZ_CP019948.1_cds_WP_199769061.1_503	B1812_RS02590	B1812_02595
lcl|AP027149.1_cds_BDV40095.1_3348	DSM21852_33480	NZ_CP019948.1_cds_WP_085770210.1_504	B1812_RS02595	B1812_02600
lcl|AP027149.1_cds_BDV40096.1_3349	DSM21852_33490	NZ_CP019948.1_cds_WP_085770211.1_505	B1812_RS02600	B1812_02605
lcl|AP027149.1_cds_BDV40097.1_3350	DSM21852_33500	NZ_CP019948.1_cds_WP_085770212.1_506	B1812_RS02605	B1812_02610
lcl|AP027149.1_cds_BDV40098.1_3351	DSM21852_33510	NZ_CP019948.1_cds_WP_085770213.1_507	B1812_RS02610	B1812_02615
lcl|AP027149.1_cds_BDV40099.1_3352	DSM21852_33520	NZ_CP019948.1_cds_WP_085773449.1_508	B1812_RS02615	B1812_02620
lcl|AP027149.1_cds_BDV40100.1_3353	DSM21852_33530	NZ_CP019948.1_cds_WP_085770214.1_509	B1812_RS02620	B1812_02625
lcl|AP027149.1_cds_BDV40101.1_3354	DSM21852_33540	NZ_CP019948.1_cds_WP_085770215.1_510	B1812_RS02625	B1812_02630
lcl|AP027149.1_cds_BDV40102.1_3355	DSM21852_33550	NZ_CP019948.1_cds_WP_085770216.1_511	B1812_RS02630	B1812_02635
lcl|AP027149.1_cds_BDV40103.1_3356	DSM21852_33560	NZ_CP019948.1_cds_WP_085770217.1_512	B1812_RS02635	B1812_02640
lcl|AP027149.1_cds_BDV40104.1_3357	DSM21852_33570	NZ_CP019948.1_cds_WP_085770218.1_513	B1812_RS02640	B1812_02645
lcl|AP027149.1_cds_BDV40105.1_3358	DSM21852_33580	NZ_CP019948.1_cds_WP_085770219.1_514	B1812_RS02645	B1812_02650
lcl|AP027149.1_cds_BDV40106.1_3359	DSM21852_33590	NZ_CP019948.1_cds_WP_085770220.1_515	B1812_RS02650	B1812_02655
lcl|AP027149.1_cds_BDV40107.1_3360	DSM21852_33600	NZ_CP019948.1_cds_WP_085770221.1_516	B1812_RS02655	B1812_02660
lcl|AP027149.1_cds_BDV40108.1_3361	DSM21852_33610	NZ_CP019948.1_cds_WP_085770222.1_517	B1812_RS02660	B1812_02665
lcl|AP027149.1_cds_BDV40109.1_3362	DSM21852_33620	NZ_CP019948.1_cds_WP_085770223.1_518	B1812_RS02665	B1812_02670
lcl|AP027149.1_cds_BDV40110.1_3363	DSM21852_33630	NZ_CP019948.1_cds_WP_085770224.1_519	B1812_RS02670	B1812_02675
lcl|AP027149.1_cds_BDV40111.1_3364	DSM21852_33640	NZ_CP019948.1_cds_WP_085770225.1_520	B1812_RS02675	B1812_02680
lcl|AP027149.1_cds_BDV40112.1_3365	DSM21852_33650	NZ_CP019948.1_cds_WP_085770226.1_521	B1812_RS02680	B1812_02685
lcl|AP027149.1_cds_BDV40113.1_3366	DSM21852_33660	NZ_CP019948.1_cds_WP_085770227.1_522	B1812_RS02685	B1812_02690
lcl|AP027149.1_cds_BDV40114.1_3367	DSM21852_33670	NZ_CP019948.1_cds_WP_085770228.1_523	B1812_RS02690	B1812_02695
lcl|AP027149.1_cds_BDV40115.1_3368	DSM21852_33680	NZ_CP019948.1_cds_WP_085770229.1_524	B1812_RS02695	B1812_02700
lcl|AP027149.1_cds_BDV40116.1_3369	DSM21852_33690	NZ_CP019948.1_cds_WP_085770230.1_525	B1812_RS02700	B1812_02705
lcl|AP027149.1_cds_BDV40117.1_3370	DSM21852_33700	NZ_CP019948.1_cds_WP_158658564.1_526	B1812_RS02705	B1812_02710
lcl|AP027149.1_cds_BDV40118.1_3371	DSM21852_33710	NZ_CP019948.1_cds_WP_158658564.1_526	B1812_RS02705	B1812_02710
lcl|AP027149.1_cds_BDV40119.1_3372	DSM21852_33720	NZ_CP019948.1_cds_WP_085770232.1_527	B1812_RS02710	B1812_02715
lcl|AP027149.1_cds_BDV40120.1_3373	DSM21852_33730	NZ_CP019948.1_cds_WP_085770233.1_528	B1812_RS02715	B1812_02720
lcl|AP027149.1_cds_BDV40121.1_3374	DSM21852_33740	NZ_CP019948.1_cds_WP_245300031.1_529	B1812_RS02720	B1812_02725
lcl|AP027149.1_cds_BDV40122.1_3375	DSM21852_33750	NZ_CP019948.1_cds_WP_085773450.1_530	B1812_RS02725	B1812_02730
lcl|AP027149.1_cds_BDV40123.1_3376	DSM21852_33760	NZ_CP019948.1_cds_WP_085770235.1_531	B1812_RS22990	B1812_02735
lcl|AP027149.1_cds_BDV40124.1_3377	DSM21852_33770	NZ_CP019948.1_cds_WP_245299997.1_3882	B1812_RS20160	B1812_20285
lcl|AP027149.1_cds_BDV40124.1_3377	DSM21852_33770	NZ_CP019948.1_cds_WP_245299997.1_1935	B1812_RS10000	B1812_10055
lcl|AP027149.1_cds_BDV40124.1_3377	DSM21852_33770	NZ_CP019948.1_cds_WP_245299997.1_532	B1812_RS02735	B1812_02740
lcl|AP027149.1_cds_BDV40124.1_3377	DSM21852_33770	NZ_CP019948.1_cds_WP_245299882.1_2140	B1812_RS11080	B1812_11125
lcl|AP027149.1_cds_BDV40125.1_3378	DSM21852_33780	NZ_CP019948.1_cds_WP_245299997.1_3882	B1812_RS20160	B1812_20285
lcl|AP027149.1_cds_BDV40125.1_3378	DSM21852_33780	NZ_CP019948.1_cds_WP_245299882.1_2140	B1812_RS11080	B1812_11125
lcl|AP027149.1_cds_BDV40125.1_3378	DSM21852_33780	NZ_CP019948.1_cds_WP_245299997.1_1935	B1812_RS10000	B1812_10055
lcl|AP027149.1_cds_BDV40125.1_3378	DSM21852_33780	NZ_CP019948.1_cds_WP_245299997.1_532	B1812_RS02735	B1812_02740
lcl|AP027149.1_cds_BDV40126.1_3379	DSM21852_33790	NZ_CP019948.1_cds_WP_085770236.1_533	B1812_RS02740	B1812_02745
lcl|AP027149.1_cds_BDV40127.1_3380	DSM21852_33800	NZ_CP019948.1_cds_WP_102938049.1_534	B1812_RS02745	B1812_02750
lcl|AP027149.1_cds_BDV40127.1_3380	DSM21852_33800	NZ_CP019948.1_cds_WP_085770235.1_531	B1812_RS22990	B1812_02735
lcl|AP027149.1_cds_BDV40128.1_3381	DSM21852_33810	NZ_CP019948.1_cds_WP_085770238.1_535	B1812_RS02750	B1812_02755
lcl|AP027149.1_cds_BDV40129.1_3382	DSM21852_33820	NZ_CP019948.1_cds_WP_085770239.1_536	B1812_RS02755	B1812_02760
lcl|AP027149.1_cds_BDV40130.1_3383	DSM21852_33830	NZ_CP019948.1_cds_WP_199769021.1_537	B1812_RS02760	B1812_02765
lcl|AP027149.1_cds_BDV40131.1_3384	DSM21852_33840	NZ_CP019948.1_cds_WP_158658565.1_538	B1812_RS02765	B1812_02770
lcl|AP027149.1_cds_BDV40132.1_3385	DSM21852_33850	NZ_CP019948.1_cds_WP_085770241.1_539	B1812_RS02770	B1812_02775
lcl|AP027149.1_cds_BDV40133.1_3386	DSM21852_33860	NZ_CP019948.1_cds_WP_085770242.1_540	B1812_RS02775	B1812_02780
