pw_ID	pw_name	C_ID	C_name
map01065	Biosynthesis of alkaloids derived from histidine and purine	C00042	Succinate
map01065	Biosynthesis of alkaloids derived from histidine and purine	C00091	Succinyl-CoA
map01065	Biosynthesis of alkaloids derived from histidine and purine	C00026	2-Oxoglutarate
map01065	Biosynthesis of alkaloids derived from histidine and purine	C00311	Isocitrate
map01065	Biosynthesis of alkaloids derived from histidine and purine	C00417	cis-Aconitate
map01065	Biosynthesis of alkaloids derived from histidine and purine	C00158	Citrate
map01065	Biosynthesis of alkaloids derived from histidine and purine	C00036	Oxaloacetate
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C05345	beta-D-Fructose 6-phosphate
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C00118	D-Glyceraldehyde 3-phosphate
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C00197	3-Phospho-D-glycerate
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C00022	Pyruvate
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C00024	Acetyl-CoA
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C00158	Citrate
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C00417	cis-Aconitate
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C00311	Isocitrate
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C00026	2-Oxoglutarate
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C00091	Succinyl-CoA
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C00042	Succinate
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C00122	Fumarate
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C00149	(S
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C00036	Oxaloacetate
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C00356	(S
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C11437	1-Deoxy-D-xylulose 5-phosphate
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C00341	Geranyl diphosphate
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C01500	Geraniol
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C06525	Gentianine
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C01852	Secologanin
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C09782	Gentiopicrin
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C09987	beta-Skytanthine
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C09910	Actinidine
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C06423	Octanoic acid
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C10165	Pinidine
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C10138	gamma-Coniceine
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C06523	Coniine
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C09943	Dendrobine
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C09945	Deoxynupharidine
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C09990	Thiobinupharidine
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C08660	Atisine
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C06091	Aconitine
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C10811	Jervine
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C10829	Veratramine
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C00751	Squalene
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C00187	Cholesterol
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C15610	Cholest-5-ene-3beta,26-diol
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C10822	Solasodine
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C10824	Solasonine
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C10827	Tomatine
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C10820	Solanine
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C06543	Solanidine
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C10826	Tomatidine
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C00083	Malonyl-CoA
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C00353	Geranylgeranyl diphosphate
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C00448	trans,trans-Farnesyl diphosphate
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C00668	alpha-D-Glucose 6-phosphate
map01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C00267	alpha-D-Glucose
map01070	Biosynthesis of plant hormones	C00019	S-Adenosyl-L-methionine
map01070	Biosynthesis of plant hormones	C06427	(9Z,12Z,15Z
map01070	Biosynthesis of plant hormones	C00022	Pyruvate
map01070	Biosynthesis of plant hormones	C00083	Malonyl-CoA
map01070	Biosynthesis of plant hormones	C00024	Acetyl-CoA
map01070	Biosynthesis of plant hormones	C00356	(S
map01070	Biosynthesis of plant hormones	C00418	(R
map01070	Biosynthesis of plant hormones	C11434	2-C-Methyl-D-erythritol 4-phosphate
map01070	Biosynthesis of plant hormones	C00129	Isopentenyl diphosphate
map01070	Biosynthesis of plant hormones	C00341	Geranyl diphosphate
map01070	Biosynthesis of plant hormones	C00448	trans,trans-Farnesyl diphosphate
map01070	Biosynthesis of plant hormones	C00751	Squalene
map01070	Biosynthesis of plant hormones	C01902	Cycloartenol
map01070	Biosynthesis of plant hormones	C01789	Campesterol
map01070	Biosynthesis of plant hormones	C00130	IMP
map01070	Biosynthesis of plant hormones	C00119	5-Phospho-alpha-D-ribose 1-diphosphate
map01070	Biosynthesis of plant hormones	C00668	alpha-D-Glucose 6-phosphate
map01070	Biosynthesis of plant hormones	C05345	beta-D-Fructose 6-phosphate
map01070	Biosynthesis of plant hormones	C00118	D-Glyceraldehyde 3-phosphate
map01070	Biosynthesis of plant hormones	C00279	D-Erythrose 4-phosphate
map01070	Biosynthesis of plant hormones	C00267	alpha-D-Glucose
map01070	Biosynthesis of plant hormones	C00197	3-Phospho-D-glycerate
map01070	Biosynthesis of plant hormones	C00074	Phosphoenolpyruvate
map01070	Biosynthesis of plant hormones	C11437	1-Deoxy-D-xylulose 5-phosphate
map01070	Biosynthesis of plant hormones	C00235	Dimethylallyl diphosphate
map01070	Biosynthesis of plant hormones	C00353	Geranylgeranyl diphosphate
map01070	Biosynthesis of plant hormones	C05413	all-trans-Phytoene
map01070	Biosynthesis of plant hormones	C05432	Lycopene
map01070	Biosynthesis of plant hormones	C02094	beta-Carotene
map01070	Biosynthesis of plant hormones	C00020	AMP
map01070	Biosynthesis of plant hormones	C00108	Anthranilate
map01070	Biosynthesis of plant hormones	C00078	L-Tryptophan
map01070	Biosynthesis of plant hormones	C00954	Indole-3-acetate
map01070	Biosynthesis of plant hormones	C00251	Chorismate
map01070	Biosynthesis of plant hormones	C00493	Shikimate
map01070	Biosynthesis of plant hormones	C00371	Zeatin
map01070	Biosynthesis of plant hormones	C15545	cis-Zeatin
map01070	Biosynthesis of plant hormones	C06098	Zeaxanthin
map01070	Biosynthesis of plant hormones	C06082	Abscisate
map01070	Biosynthesis of plant hormones	C00158	Citrate
map01070	Biosynthesis of plant hormones	C00417	cis-Aconitate
map01070	Biosynthesis of plant hormones	C00311	Isocitrate
map01070	Biosynthesis of plant hormones	C00026	2-Oxoglutarate
map01070	Biosynthesis of plant hormones	C00091	Succinyl-CoA
map01070	Biosynthesis of plant hormones	C00042	Succinate
map01070	Biosynthesis of plant hormones	C00122	Fumarate
map01070	Biosynthesis of plant hormones	C00149	(S
map01070	Biosynthesis of plant hormones	C00036	Oxaloacetate
map01070	Biosynthesis of plant hormones	C00049	L-Aspartate
map01070	Biosynthesis of plant hormones	C00073	L-Methionine
map01070	Biosynthesis of plant hormones	C01234	1-Aminocyclopropane-1-carboxylate
map01070	Biosynthesis of plant hormones	C06547	Ethylene
map01070	Biosynthesis of plant hormones	C00154	Palmitoyl-CoA
map01070	Biosynthesis of plant hormones	C04780	8-[(1S,2S
map01070	Biosynthesis of plant hormones	C08814	Brassinolide
map01070	Biosynthesis of plant hormones	C08491	(-
map01070	Biosynthesis of plant hormones	C01054	(S
map01070	Biosynthesis of plant hormones	C06090	ent-Kaurene
map01070	Biosynthesis of plant hormones	C06089	ent-Copalyl diphosphate
map01070	Biosynthesis of plant hormones	C06093	Gibberellin A12 aldehyde
map01070	Biosynthesis of plant hormones	C00859	Gibberellin A1
map01070	Biosynthesis of plant hormones	C04691	2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate
map01070	Biosynthesis of plant hormones	C00412	Stearoyl-CoA
map01070	Biosynthesis of plant hormones	C00805	Salicylate
map01070	Biosynthesis of plant hormones	C09190	Strigol
map01070	Biosynthesis of plant hormones	C00079	L-Phenylalanine
map01070	Biosynthesis of plant hormones	C00423	trans-Cinnamate
map01070	Biosynthesis of plant hormones	C00885	Isochorismate
map00970	Aminoacyl-tRNA biosynthesis	C06113	L-Aspartyl-tRNA(Asn
map00970	Aminoacyl-tRNA biosynthesis	C02992	L-Threonyl-tRNA(Thr
map00970	Aminoacyl-tRNA biosynthesis	C02839	L-Tyrosyl-tRNA(Tyr
map00970	Aminoacyl-tRNA biosynthesis	C00078	L-Tryptophan
map00970	Aminoacyl-tRNA biosynthesis	C03512	L-Tryptophanyl-tRNA(Trp
map00970	Aminoacyl-tRNA biosynthesis	C00082	L-Tyrosine
map00970	Aminoacyl-tRNA biosynthesis	C00188	L-Threonine
map00970	Aminoacyl-tRNA biosynthesis	C00123	L-Leucine
map00970	Aminoacyl-tRNA biosynthesis	C02047	L-Leucyl-tRNA
map00970	Aminoacyl-tRNA biosynthesis	C00407	L-Isoleucine
map00970	Aminoacyl-tRNA biosynthesis	C03127	L-Isoleucyl-tRNA(Ile
map00970	Aminoacyl-tRNA biosynthesis	C00047	L-Lysine
map00970	Aminoacyl-tRNA biosynthesis	C01931	L-Lysyl-tRNA
map00970	Aminoacyl-tRNA biosynthesis	C00041	L-Alanine
map00970	Aminoacyl-tRNA biosynthesis	C00886	L-Alanyl-tRNA
map00970	Aminoacyl-tRNA biosynthesis	C00183	L-Valine
map00970	Aminoacyl-tRNA biosynthesis	C02554	L-Valyl-tRNA(Val
map00970	Aminoacyl-tRNA biosynthesis	C00073	L-Methionine
map00970	Aminoacyl-tRNA biosynthesis	C02430	L-Methionyl-tRNA
map00970	Aminoacyl-tRNA biosynthesis	C00234	10-Formyltetrahydrofolate
map00970	Aminoacyl-tRNA biosynthesis	C00101	Tetrahydrofolate
map00970	Aminoacyl-tRNA biosynthesis	C03294	N-Formylmethionyl-tRNA
map00970	Aminoacyl-tRNA biosynthesis	C00065	L-Serine
map00970	Aminoacyl-tRNA biosynthesis	C02553	L-Seryl-tRNA(Ser
map00970	Aminoacyl-tRNA biosynthesis	C00049	L-Aspartate
map00970	Aminoacyl-tRNA biosynthesis	C02984	L-Aspartyl-tRNA(Asp
map00970	Aminoacyl-tRNA biosynthesis	C00037	Glycine
map00970	Aminoacyl-tRNA biosynthesis	C02412	Glycyl-tRNA(Gly
map00970	Aminoacyl-tRNA biosynthesis	C00148	L-Proline
map00970	Aminoacyl-tRNA biosynthesis	C02702	L-Prolyl-tRNA(Pro
map00970	Aminoacyl-tRNA biosynthesis	C00097	L-Cysteine
map00970	Aminoacyl-tRNA biosynthesis	C03125	L-Cysteinyl-tRNA(Cys
map00970	Aminoacyl-tRNA biosynthesis	C00025	L-Glutamate
map00970	Aminoacyl-tRNA biosynthesis	C02987	L-Glutamyl-tRNA(Glu
map00970	Aminoacyl-tRNA biosynthesis	C00064	L-Glutamine
map00970	Aminoacyl-tRNA biosynthesis	C02282	Glutaminyl-tRNA
map00970	Aminoacyl-tRNA biosynthesis	C00062	L-Arginine
map00970	Aminoacyl-tRNA biosynthesis	C02163	L-Arginyl-tRNA(Arg
map00970	Aminoacyl-tRNA biosynthesis	C00079	L-Phenylalanine
map00970	Aminoacyl-tRNA biosynthesis	C03511	L-Phenylalanyl-tRNA(Phe
map00970	Aminoacyl-tRNA biosynthesis	C00135	L-Histidine
map00970	Aminoacyl-tRNA biosynthesis	C02988	L-Histidyl-tRNA(His
map00970	Aminoacyl-tRNA biosynthesis	C00152	L-Asparagine
map00970	Aminoacyl-tRNA biosynthesis	C03402	L-Asparaginyl-tRNA(Asn
map00970	Aminoacyl-tRNA biosynthesis	C06112	L-Glutamyl-tRNA(Gln
map00970	Aminoacyl-tRNA biosynthesis	C17022	O-Phosphoseryl-tRNA(Cys
map00970	Aminoacyl-tRNA biosynthesis	C06481	L-Seryl-tRNA(Sec
map00970	Aminoacyl-tRNA biosynthesis	C16638	O-Phosphoseryl-tRNA(Sec
map00970	Aminoacyl-tRNA biosynthesis	C06482	L-Selenocysteinyl-tRNA(Sec
map00970	Aminoacyl-tRNA biosynthesis	C16138	L-Pyrrolysine
map00970	Aminoacyl-tRNA biosynthesis	C17027	L-Pyrrolysyl-tRNA(Pyl
map00970	Aminoacyl-tRNA biosynthesis	C01005	O-Phospho-L-serine
map04141	Protein processing in endoplasmic reticulum	C00076	Calcium cation
map04122	Sulfur relay system	C00097	L-Cysteine
map04122	Sulfur relay system	C00041	L-Alanine
map04122	Sulfur relay system	C00868	tRNA uridine
map04122	Sulfur relay system	C17322	tRNA containing 2-thiouridine
map04122	Sulfur relay system	C00868	tRNA uridine
map04122	Sulfur relay system	C17322	tRNA containing 2-thiouridine
map04122	Sulfur relay system	C00378	Thiamine
map04122	Sulfur relay system	C05924	Molybdopterin
map04122	Sulfur relay system	C18239	Precursor Z
map04122	Sulfur relay system	C00044	GTP
map04122	Sulfur relay system	C00019	S-Adenosyl-L-methionine
map04122	Sulfur relay system	C18237	Molybdoenzyme molybdenum cofactor
map04122	Sulfur relay system	C05924	Molybdopterin
map04122	Sulfur relay system	C18239	Precursor Z
map04122	Sulfur relay system	C00044	GTP
map04122	Sulfur relay system	C00019	S-Adenosyl-L-methionine
map04122	Sulfur relay system	C18237	Molybdoenzyme molybdenum cofactor
map04122	Sulfur relay system	C00097	L-Cysteine
map04122	Sulfur relay system	C00041	L-Alanine
map04122	Sulfur relay system	C00097	L-Cysteine
map04122	Sulfur relay system	C00979	O-Acetyl-L-serine
map03260	Virion - Human immunodeficiency virus	C00925	Heparan sulfate
map03264	Virion - Flavivirus	C00925	Heparan sulfate
map03264	Virion - Flavivirus	C00607	Chondroitin sulfate
map03268	Virion - Orthopoxvirus	C00925	Heparan sulfate
map03268	Virion - Orthopoxvirus	C00607	Chondroitin sulfate
map02010	ABC transporters	C16421	AI-2
map02010	ABC transporters	C01684	D-Rhamnose
map02010	ABC transporters	C00095	D-Fructose
map02010	ABC transporters	C01487	D-Allose
map02010	ABC transporters	C00181	D-Xylose
map02010	ABC transporters	C03619	Methyl beta-D-galactoside
map02010	ABC transporters	C00259	L-Arabinose
map02010	ABC transporters	C00140	N-Acetyl-D-glucosamine
map02010	ABC transporters	C00185	Cellobiose
map02010	ABC transporters	C05402	Melibiose
map02010	ABC transporters	C00492	Raffinose
map02010	ABC transporters	C02160	Isomaltotriose
map02010	ABC transporters	C01835	Maltotriose
map02010	ABC transporters	C01083	alpha,alpha-Trehalose
map02010	ABC transporters	C00208	Maltose
map02010	ABC transporters	C00031	D-Glucose
map02010	ABC transporters	C00259	L-Arabinose
map02010	ABC transporters	C00794	D-Sorbitol
map02010	ABC transporters	C00392	Mannitol
map02010	ABC transporters	C00243	Lactose
map02010	ABC transporters	C00259	L-Arabinose
map02010	ABC transporters	C00047	L-Lysine
map02010	ABC transporters	C00062	L-Arginine
map02010	ABC transporters	C00077	L-Ornithine
map02010	ABC transporters	C00049	L-Aspartate
map02010	ABC transporters	C00025	L-Glutamate
map02010	ABC transporters	C00064	L-Glutamine
map02010	ABC transporters	C00064	L-Glutamine
map02010	ABC transporters	C00062	L-Arginine
map02010	ABC transporters	C00077	L-Ornithine
map02010	ABC transporters	C00491	L-Cystine
map02010	ABC transporters	C00025	L-Glutamate
map02010	ABC transporters	C00151	L-Amino acid
map02010	ABC transporters	C04137	Octopine
map02010	ABC transporters	C01682	Nopaline
map02010	ABC transporters	C00025	L-Glutamate
map02010	ABC transporters	C00049	L-Aspartate
map02010	ABC transporters	C00062	L-Arginine
map02010	ABC transporters	C00135	L-Histidine
map02010	ABC transporters	C00315	Spermidine
map02010	ABC transporters	C00134	Putrescine
map02010	ABC transporters	C00183	L-Valine
map02010	ABC transporters	C00123	L-Leucine
map02010	ABC transporters	C00407	L-Isoleucine
map02010	ABC transporters	C00188	L-Threonine
map02010	ABC transporters	C00135	L-Histidine
map02010	ABC transporters	C00208	Maltose
map02010	ABC transporters	C01935	Maltodextrin
map02010	ABC transporters	C00121	D-Ribose
map02010	ABC transporters	C16421	AI-2
map02010	ABC transporters	C00181	D-Xylose
map02010	ABC transporters	C00089	Sucrose
map02010	ABC transporters	C00208	Maltose
map02010	ABC transporters	C01083	alpha,alpha-Trehalose
map02010	ABC transporters	C00333	D-Galacturonate
map02010	ABC transporters	C00470	Pectate
map02010	ABC transporters	C00291	Nickel
map02010	ABC transporters	C14818	Fe2+
map02010	ABC transporters	C00034	Manganese
map02010	ABC transporters	C06232	Molybdate
map02010	ABC transporters	C00175	Cobalt ion
map02010	ABC transporters	C14819	Fe3+
map02010	ABC transporters	C00038	Zinc cation
map02010	ABC transporters	C20679	Tungstate
map02010	ABC transporters	C00098	Oligopeptide
map02010	ABC transporters	C05776	Vitamin B12
map02010	ABC transporters	C00855	D-Methionine
map02010	ABC transporters	C00245	Taurine
map02010	ABC transporters	C06232	Molybdate
map02010	ABC transporters	C20679	Tungstate
map02010	ABC transporters	C00059	Sulfate
map02010	ABC transporters	C00320	Thiosulfate
map02010	ABC transporters	C01153	Orthophosphoric monoester
map02010	ABC transporters	C00009	Orthophosphate
map02010	ABC transporters	C00093	sn-Glycerol 3-phosphate
map02010	ABC transporters	C00719	Betaine
map02010	ABC transporters	C00148	L-Proline
map02010	ABC transporters	C00114	Choline
map02010	ABC transporters	C00919	Choline sulfate
map02010	ABC transporters	C00487	Carnitine
map02010	ABC transporters	C04114	(E
map02010	ABC transporters	C01181	4-Trimethylammoniobutanoate
map02010	ABC transporters	C00719	Betaine
map02010	ABC transporters	C00148	L-Proline
map02010	ABC transporters	C00114	Choline
map02010	ABC transporters	C00919	Choline sulfate
map02010	ABC transporters	C00487	Carnitine
map02010	ABC transporters	C04114	(E
map02010	ABC transporters	C01181	4-Trimethylammoniobutanoate
map02010	ABC transporters	C00378	Thiamine
map02010	ABC transporters	C06767	Hemine
map02010	ABC transporters	C01834	Lipoprotein
map02010	ABC transporters	C01330	Sodium cation
map02010	ABC transporters	C06706	Lipo-oligosaccharide
map02010	ABC transporters	C06707	Teichoic acid
map02010	ABC transporters	C00338	Lipopolysaccharide
map02010	ABC transporters	C00032	Heme
map02010	ABC transporters	C06705	Capsular polysaccharide
map02010	ABC transporters	C00134	Putrescine
map02010	ABC transporters	C03557	2-Aminoethylphosphonate
map02010	ABC transporters	C16692	Mannopine
map02010	ABC transporters	C00034	Manganese
map02010	ABC transporters	C01667	Bacitracin
map02010	ABC transporters	C14818	Fe2+
map02010	ABC transporters	C14819	Fe3+
map02010	ABC transporters	C00070	Copper
map02010	ABC transporters	C00034	Manganese
map02010	ABC transporters	C00038	Zinc cation
map02010	ABC transporters	C00038	Zinc cation
map02010	ABC transporters	C00034	Manganese
map02010	ABC transporters	C14818	Fe2+
map02010	ABC transporters	C00338	Lipopolysaccharide
map02010	ABC transporters	C00288	HCO3-
map02010	ABC transporters	C00041	L-Alanine
map02010	ABC transporters	C00064	L-Glutamine
map02010	ABC transporters	C00037	Glycine
map02010	ABC transporters	C00123	L-Leucine
map02010	ABC transporters	C00079	L-Phenylalanine
map02010	ABC transporters	C00148	L-Proline
map02010	ABC transporters	C00065	L-Serine
map02010	ABC transporters	C00135	L-Histidine
map02010	ABC transporters	C00086	Urea
map02010	ABC transporters	C00107	Dipeptide
map02010	ABC transporters	C00032	Heme
map02010	ABC transporters	C00430	5-Aminolevulinate
map02010	ABC transporters	C00051	Glutathione
map02010	ABC transporters	C15521	Alkanesulfonate
map02010	ABC transporters	C01606	Phthalate
map02010	ABC transporters	C19609	Nickel(2+
map02010	ABC transporters	C00244	Nitrate
map02010	ABC transporters	C00088	Nitrite
map02010	ABC transporters	C01417	Cyanate
map02010	ABC transporters	C01279	4-Amino-5-hydroxymethyl-2-methylpyrimidine
map02010	ABC transporters	C19872	N-Formyl-4-amino-5-aminomethyl-2-methylpyrimidine
map02010	ABC transporters	C03611	Galactose oligosaccharide
map02010	ABC transporters	C00973	Cyclomaltodextrin
map02010	ABC transporters	C01935	Maltodextrin
map02010	ABC transporters	C01835	Maltotriose
map02010	ABC transporters	C00107	Dipeptide
map02010	ABC transporters	C00120	Biotin
map02010	ABC transporters	C00120	Biotin
map02010	ABC transporters	C05349	Ciprofloxacin
map02010	ABC transporters	C06687	Norfloxacin
map02010	ABC transporters	C07663	Moxifloxacin
map02010	ABC transporters	C07662	Sparfloxacin
map02010	ABC transporters	C00491	L-Cystine
map02010	ABC transporters	C22040	S-Methyl-L-cysteine
map02010	ABC transporters	C00062	L-Arginine
map02010	ABC transporters	C00047	L-Lysine
map02010	ABC transporters	C00135	L-Histidine
map02010	ABC transporters	C00064	L-Glutamine
map02010	ABC transporters	C00047	L-Lysine
map02010	ABC transporters	C00503	Erythritol
map02010	ABC transporters	C00379	Xylitol
map02010	ABC transporters	C00137	myo-Inositol
map02010	ABC transporters	C01177	Inositol 1-phosphate
map02010	ABC transporters	C02273	Digalacturonate
map02010	ABC transporters	C01674	Chitobiose
map02010	ABC transporters	C20570	alpha-1,5-L-Arabinobiose
map02010	ABC transporters	C20571	alpha-1,5-L-Arabinotriose
map02010	ABC transporters	C20572	alpha-1,5-L-Arabinotetraose
map02010	ABC transporters	C00031	D-Glucose
map02010	ABC transporters	C00159	D-Mannose
map02010	ABC transporters	C01083	alpha,alpha-Trehalose
map02010	ABC transporters	C01674	Chitobiose
map02010	ABC transporters	C20573	Aldotetraouronic acid
map02010	ABC transporters	C00116	Glycerol
map02010	ABC transporters	C01630	Xylobiose
map02010	ABC transporters	C01946	Oleandomycin
map02010	ABC transporters	C00865	Phospholipid
map02010	ABC transporters	C01667	Bacitracin
map02010	ABC transporters	C13768	Colistin sulfate
map02010	ABC transporters	C11612	Polymyxin B
map02010	ABC transporters	C01667	Bacitracin
map02010	ABC transporters	C00034	Manganese
map02010	ABC transporters	C00038	Zinc cation
map02010	ABC transporters	C00034	Manganese
map02010	ABC transporters	C06705	Capsular polysaccharide
map02010	ABC transporters	C00062	L-Arginine
map02010	ABC transporters	C00047	L-Lysine
map02010	ABC transporters	C00135	L-Histidine
map02010	ABC transporters	C01157	Hydroxyproline
map02010	ABC transporters	C00047	L-Lysine
map02010	ABC transporters	C00062	L-Arginine
map02010	ABC transporters	C00077	L-Ornithine
map02010	ABC transporters	C00135	L-Histidine
map02010	ABC transporters	C04137	Octopine
map02010	ABC transporters	C06227	Fe(III
map02010	ABC transporters	C06230	Fe-enterobactin
map02010	ABC transporters	C15719	Coelichelin
map02010	ABC transporters	C06229	Fe(III
map02010	ABC transporters	C00255	Riboflavin
map02010	ABC transporters	C21066	D-Galactofuranose
map02010	ABC transporters	C00212	Adenosine
map02010	ABC transporters	C00294	Inosine
map02010	ABC transporters	C00299	Uridine
map02010	ABC transporters	C00330	Deoxyguanosine
map02010	ABC transporters	C00387	Guanosine
map02010	ABC transporters	C00475	Cytidine
map02010	ABC transporters	C00526	Deoxyuridine
map02010	ABC transporters	C00559	Deoxyadenosine
map02010	ABC transporters	C00881	Deoxycytidine
map02010	ABC transporters	C01762	Xanthosine
map02010	ABC transporters	C05512	Deoxyinosine
map02060	Phosphotransferase system (PTS)	C06377	D-Galactosamine 6-phosphate
map02060	Phosphotransferase system (PTS)	C11544	2-O-(alpha-D-Mannosyl
map02060	Phosphotransferase system (PTS)	C01083	alpha,alpha-Trehalose
map02060	Phosphotransferase system (PTS)	C06186	Arbutin
map02060	Phosphotransferase system (PTS)	C01451	Salicin
map02060	Phosphotransferase system (PTS)	C00185	Cellobiose
map02060	Phosphotransferase system (PTS)	C00689	alpha,alpha'-Trehalose 6-phosphate
map02060	Phosphotransferase system (PTS)	C06187	Arbutin 6-phosphate
map02060	Phosphotransferase system (PTS)	C06188	Salicin 6-phosphate
map02060	Phosphotransferase system (PTS)	C04534	6-Phospho-beta-D-glucosyl-(1,4
map02060	Phosphotransferase system (PTS)	C06376	N-Acetyl-D-galactosamine 6-phosphate
map02060	Phosphotransferase system (PTS)	C00208	Maltose
map02060	Phosphotransferase system (PTS)	C00031	D-Glucose
map02060	Phosphotransferase system (PTS)	C02995	Maltose 6'-phosphate
map02060	Phosphotransferase system (PTS)	C00092	D-Glucose 6-phosphate
map02060	Phosphotransferase system (PTS)	C00092	D-Glucose 6-phosphate
map02060	Phosphotransferase system (PTS)	C00031	D-Glucose
map02060	Phosphotransferase system (PTS)	C00357	N-Acetyl-D-glucosamine 6-phosphate
map02060	Phosphotransferase system (PTS)	C00140	N-Acetyl-D-glucosamine
map02060	Phosphotransferase system (PTS)	C16688	Sucrose 6-phosphate
map02060	Phosphotransferase system (PTS)	C00089	Sucrose
map02060	Phosphotransferase system (PTS)	C02995	Maltose 6'-phosphate
map02060	Phosphotransferase system (PTS)	C00208	Maltose
map02060	Phosphotransferase system (PTS)	C06187	Arbutin 6-phosphate
map02060	Phosphotransferase system (PTS)	C06188	Salicin 6-phosphate
map02060	Phosphotransferase system (PTS)	C06186	Arbutin
map02060	Phosphotransferase system (PTS)	C01451	Salicin
map02060	Phosphotransferase system (PTS)	C02713	N-Acetylmuramate
map02060	Phosphotransferase system (PTS)	C16698	N-Acetylmuramic acid 6-phosphate
map02060	Phosphotransferase system (PTS)	C00352	D-Glucosamine 6-phosphate
map02060	Phosphotransferase system (PTS)	C00329	D-Glucosamine
map02060	Phosphotransferase system (PTS)	C00022	Pyruvate
map02060	Phosphotransferase system (PTS)	C00074	Phosphoenolpyruvate
map02060	Phosphotransferase system (PTS)	C06311	Galactitol 1-phosphate
map02060	Phosphotransferase system (PTS)	C01697	Galactitol
map02060	Phosphotransferase system (PTS)	C16186	L-Ascorbate 6-phosphate
map02060	Phosphotransferase system (PTS)	C00072	Ascorbate
map02060	Phosphotransferase system (PTS)	C01096	Sorbitol 6-phosphate
map02060	Phosphotransferase system (PTS)	C00794	D-Sorbitol
map02060	Phosphotransferase system (PTS)	C05396	Lactose 6'-phosphate
map02060	Phosphotransferase system (PTS)	C00243	Lactose
map02060	Phosphotransferase system (PTS)	C00185	Cellobiose
map02060	Phosphotransferase system (PTS)	C01674	Chitobiose
map02060	Phosphotransferase system (PTS)	C02262	D-Galactosamine
map02060	Phosphotransferase system (PTS)	C01132	N-Acetyl-D-galactosamine
map02060	Phosphotransferase system (PTS)	C02888	Sorbose 1-phosphate
map02060	Phosphotransferase system (PTS)	C01452	Sorbose
map02060	Phosphotransferase system (PTS)	C00275	D-Mannose 6-phosphate
map02060	Phosphotransferase system (PTS)	C00159	D-Mannose
map02060	Phosphotransferase system (PTS)	C01094	D-Fructose 1-phosphate
map02060	Phosphotransferase system (PTS)	C00095	D-Fructose
map02060	Phosphotransferase system (PTS)	C00644	D-Mannitol 1-phosphate
map02060	Phosphotransferase system (PTS)	C00392	Mannitol
map02060	Phosphotransferase system (PTS)	C16699	2-O-(6-Phospho-alpha-mannosyl
